DRUGBANK,name,groups,DRUGS PRODUCT DATABASE (DPD),PUBCHEM SUBSTANCE,KEGG DRUG,PHARMGKB,UNIPROTKB,THERAPEUTIC TARGETS DATABASE,WIKIPEDIA,CHEMBL,RXCUI,GENBANK,KEGG COMPOUND,CHEBI,PUBCHEM COMPOUND,CHEMSPIDER,BINDINGDB,IUPHAR,GUIDE TO PHARMACOLOGY,PDB,ZINC
DB00199,Erythromycin,"approved,investigational,vet_approved",8609,46508487,D00140,PA449493,,DAP000111,Erythromycin,CHEMBL532,4053,,C01912,42355,12560,12041,50344942,,,ERY,ZINC000085534336
DB00200,Hydroxocobalamin,approved,4971,46505751,D01027,PA164768689,,DAP001336,Hydroxocobalamin,CHEMBL2103737,5514,,C08230,27786,70678542,21403074,,,,,
DB00201,Caffeine,approved,9357,46506408,D00528,PA448710,,DAP000099,Caffeine,CHEMBL113,1886,,C07481,27732,2519,2424,10849,407,407,CFF,ZINC000000001084
DB00202,Succinylcholine,approved,8833,46506023,,PA451522,,DAP001132,Succinylcholine,CHEMBL703,10154,,C07546,45652,5314,5123,50061568,4004,4004,SCK,ZINC000001530820
DB00203,Sildenafil,"approved,investigational",11854,46508371,D08514,PA451346,,DAP000614,Sildenafil,CHEMBL192,136411,,C07259,9139,5212,5023,14390,,,VIA,ZINC000019796168
DB00204,Dofetilide,"approved,investigational",,46509127,D00647,PA449389,,DAP000495,Dofetilide,CHEMBL473,49247,,C07751,4681,71329,64435,50031720,2604,2604,,ZINC000000596731
DB00205,Pyrimethamine,"approved,investigational,vet_approved",5918,46505987,D00488,PA451193,,DAP000633,Pyrimethamine,CHEMBL36,9010,,C07391,8673,4993,4819,18512,,,CP6,ZINC000000057464
DB00206,Reserpine,"approved,investigational",9025,46505863,D00197,PA451236,,DAP000755,Reserpine,CHEMBL772,9260,,C06539,28487,5770,5566,50017712,,,,ZINC000003938746
DB00207,Azithromycin,approved,424,46507743,,PA448519,,DNC001539,Azithromycin,CHEMBL529,1299904,,C06838,2955,447043,10482163,50373918,,,ZIT,ZINC000085537026
DB00208,Ticlopidine,approved,945,46504438,D08594,PA451686,,DAP000723,Ticlopidine,CHEMBL833,10594,,C07140,9588,5472,5273,85509,,,TIC,ZINC000019594599
DB00209,Trospium,approved,17368,46506398,D01103,PA164748976,,DAP000342,Trospium,CHEMBL1888176,236778,,,145791,5284632,10482307,,,,,ZINC000100016084
DB00210,Adapalene,approved,224,46505019,D01112,PA448047,,DAP000115,Adapalene,CHEMBL1265,60223,,,31174,60164,54244,50048280,,,,ZINC000003784182
DB00211,Midodrine,approved,918,46507373,D08220,PA164749381,,DAP000229,Midodrine,CHEMBL1201212,6963,,C07890,6933,4195,4050,,,,,
DB00213,Pantoprazole,approved,11086,46504622,D05353,PA450774,,DAP000724,Pantoprazole,CHEMBL1502,40790,,C11806,7915,4679,4517,50241342,,,,
DB00214,Torasemide,approved,286,46504760,D00382,PA451733,,DAP000745,Torasemide,CHEMBL1148,38413,,,9637,41781,38123,64107,,,,ZINC000000005823
DB00215,Citalopram,approved,11847,46508746,D07704,PA449015,,DAP000118,Citalopram,CHEMBL549,2556,,C07572,77397,2771,2669,25870,,,,
DB00216,Eletriptan,"approved,investigational",13346,46506380,D07887,PA134687947,,DAP000008,Eletriptan,CHEMBL1510,231049,,,50922,77993,70379,50103594,40,40,,ZINC000003823475
DB00217,Bethanidine,approved,,46507605,D01603,PA164743235,,DAP000047,Bethanidine,CHEMBL1201260,1523,,,37937,2368,2278,,,,,ZINC000002041046
DB00218,Moxifloxacin,"approved,investigational",12034,46508509,D08237,PA450555,,DAP000158,Moxifloxacin,CHEMBL32,139462,,C07663,63611,152946,134802,50366824,,,MFX,ZINC000003826253
DB00219,Oxyphenonium,approved,,46508840,,PA164752252,,DAP001124,Oxyphenonium,CHEMBL1201286,7818,,,94329,5749,5547,,,,,
DB00220,Nelfinavir,approved,11789,46507719,D08259,PA450606,,DAP000705,Nelfinavir,CHEMBL584,134527,,C07257,7496,64143,57718,518,,,1UN,ZINC000003833846
DB00221,Isoetharine,approved,,46505384,D04625,PA450103,,DAP000935,Isoetharine,CHEMBL1201213,6023,,C07053,6005,3762,3630,52083,,,,
DB00222,Glimepiride,approved,12597,46508842,D00593,PA449761,,DAP000132,Glimepiride,CHEMBL1481,25789,,C07669,5383,3476,16740595,50237590,,,,ZINC000100070954
DB00223,Diflorasone,approved,2049,46504519,D07827,PA164749408,,DAP001184,Diflorasone,CHEMBL1201380,91311,,,59750,71415,64505,,,,,ZINC000005752191
DB00224,Indinavir,approved,11269,46506442,,PA449977,,DAP000168,Indinavir,CHEMBL115,114289,,C07051,44032,5362440,4515036,517,,,MK1,ZINC000022448696
DB00225,Gadodiamide,"approved,investigational",420,46504789,,PA164784027,,,Gadodiamide,,41144,,,37333,24847884,135661,,,,,
DB00226,Guanadrel,approved,,46506457,D08029,PA164745308,,DAP000059,Guanadrel,CHEMBL1037,26296,,C07035,5555,38521,35305,,,,,
DB00227,Lovastatin,"approved,investigational",1290,46508223,D00359,PA450272,,DAP000551,Lovastatin,CHEMBL503,6472,,C07074,40303,53232,48085,34168,2739,2739,803,ZINC000003812841
DB00228,Enflurane,"approved,investigational,vet_approved",2425,46505314,D00543,PA449461,,DAP000799,Enflurane,CHEMBL1257,3920,,C07516,4792,3226,3113,,,,,
DB00229,Cefotiam,"approved,investigational",,46506679,D07648,PA164749298,,DAP001177,Cefotiam,CHEMBL1296,2188,,,355510,43708,39831,,,,,ZINC000003830445
DB00230,Pregabalin,"approved,investigational",15568,46504934,D02716,PA164754814,,DAP001264,Pregabalin,CHEMBL1059,187832,,,64356,5486971,4589156,50164279,,,,ZINC000000005152
DB00231,Temazepam,"approved,investigational",2014,46506604,D00370,PA451608,,DAP000238,Temazepam,CHEMBL967,10355,,C07125,9435,5391,5198,50408032,,,,
DB00232,Methyclothiazide,approved,10199,46509197,D00656,PA164748094,,DAP000746,Methyclothiazide,CHEMBL1577,6860,,C07765,6847,4121,3978,,,,,
DB00233,Aminosalicylic acid,approved,6620,46505572,D00162,PA448382,,,4-Aminosalicylic_acid,CHEMBL1169,7833,,C02518,27565,4649,4488,48319,,,BHA,ZINC000000000922
DB00234,Reboxetine,"approved,experimental",,46504845,,PA144614921,,DAP000720,Reboxetine,CHEMBL383921,60842,,,135342,127151,112870,,,,41X,ZINC000003996032
DB00235,Milrinone,approved,1216,46507838,D00417,PA164749171,,DAP000150,Milrinone,CHEMBL189,52769,,C07224,50693,4197,4052,15296,,,MIL,ZINC000009224016
DB00236,Pipobroman,approved,,46506548,D00467,PA164747673,,DAP000988,Pipobroman,CHEMBL1585,8347,,C07362,8242,4842,4676,,,,,ZINC000001530753
DB00237,Butabarbital,"approved,illicit",8245,46505051,D03180,PA164743463,,DAP000667,Butabarbital,CHEMBL449,477631,,C07827,3228,2479,2385,,,,,
DB00238,Nevirapine,approved,11796,46506789,D00435,PA450616,,DAP000184,Nevirapine,CHEMBL57,53654,,C07263,63613,4463,4308,1434,,,NVP,ZINC000000004778
DB00239,Oxiconazole,approved,11326,46504752,D08313,PA164754742,,DAP001204,Oxiconazole,CHEMBL1262,32638,,C08074,7825,5353853,4510239,50051844,,,,ZINC000003873295
DB00240,Alclometasone,approved,,46508296,D07116,PA164747650,,DAP000415,Alclometasone,CHEMBL1201361,108088,,,53776,5311000,4470541,,,,,ZINC000030691420
DB00241,Butalbital,"approved,illicit",8231,46505876,D03182,PA448695,,DAP000668,Butalbital,CHEMBL454,19860,,,102524,2481,2387,,,,,ZINC000003830347
DB00242,Cladribine,"approved,investigational",1739,46504588,D01370,PA449027,,DAP000565,Cladribine,CHEMBL1619,44157,,,567361,20279,19105,38920,,,CL9,ZINC000003798064
DB00243,Ranolazine,"approved,investigational",,46505145,,PA164746007,,DAP000875,Ranolazine,CHEMBL1404,35829,,,87690,56959,51354,50173335,,,,
DB00244,Mesalazine,approved,14088,46509142,D00377,PA450384,,DAP000729,Mesalazine,CHEMBL704,52582,,,6775,4075,3933,60918,2700,2700,,ZINC000000001688
DB00245,Benzatropine,approved,5922,46505349,D07511,PA448591,,DAP001460,Benztropine,CHEMBL1201203,1424,,C06846,3048,1201549,16736541,50366775,,,CXQ,ZINC000100036536
DB00246,Ziprasidone,approved,11753,46507627,D08687,PA451974,,DAP000079,Ziprasidone,CHEMBL708,115698,,C07568,10119,60854,54841,50048803,59,59,,ZINC000000538550
DB00247,Methysergide,approved,5187,46506117,D02357,PA164743265,,DAP000366,Methysergide,CHEMBL485253,6911,,C07199,584020,6540428,5022813,50031942,134,134,,
DB00248,Cabergoline,approved,12006,46508571,D00987,PA448708,,DAP000251,Cabergoline,CHEMBL1201087,47579,,C08187,3286,54746,49452,50426497,37,37,,ZINC000003800008
DB00249,Idoxuridine,"approved,investigational",8313,46507573,D00342,PA164781019,,DAP000997,Idoxuridine,CHEMBL788,5653,,,147675,5905,5694,50370388,,,ID2,ZINC000003834173
DB00250,Dapsone,"approved,investigational",8120,46505300,D00592,PA449211,,DAP000637,Dapsone,CHEMBL1043,3108,,C07666,4325,2955,2849,50029764,,,,ZINC000000006310
DB00251,Terconazole,approved,1197,46505257,D00888,PA164768834,,DAP000629,Terconazole,CHEMBL1306,37806,,C08080,82980,441383,390122,50375318,,,,ZINC000003873936
DB00252,Phenytoin,"approved,vet_approved",10209,46508847,D00512,PA450947,,DAP000130,Phenytoin,CHEMBL16,8183,,C07443,8107,1775,1710,50003655,2624,2624,,ZINC000002510358
DB00253,Medrysone,approved,7537,46506584,D02289,PA450346,,DAP001048,Medrysone,CHEMBL1201173,29439,,C14643,34829,247839,216968,,,,,ZINC000003977945
DB00254,Doxycycline,"approved,investigational,vet_approved",8644,46506491,D07876,PA449415,,DAP001371,Doxycycline,CHEMBL1433,1545992,,C06973,50845,54671203,10469369,50041429,,,DXT,ZINC000016052277
DB00255,Diethylstilbestrol,"approved,investigational",7380,46507453,D00577,PA449307,,DAP001011,Diethylstilbestrol,CHEMBL411,3390,,C07620,41922,3054,395306,20625,,,DES,ZINC000000001290
DB00256,Lymecycline,"approved,investigational",,46505518,D06884,PA164747190,,DAP000881,Lymecycline,CHEMBL2103929,6513,,,59040,54707177,20121315,,,,,ZINC000053682936
DB00257,Clotrimazole,"approved,vet_approved",2375,46507927,D00282,PA449057,,DAP000138,Clotrimazole,CHEMBL104,2623,,C06922,3764,2812,2710,31774,2330,2330,CL6,ZINC000003807804
DB00258,Calcium acetate,"approved,investigational",4810,46507985,D00931,PA164746897,,,Calcium_acetate,CHEMBL1200800,214342,,,3310,6116,5890,,,,,
DB00259,Sulfanilamide,approved,8207,46508306,D08543,PA451545,,DNC001391,Sulfanilamide,CHEMBL21,10184,,C07458,45373,5333,5142,10857,,,SAN,ZINC000000002101
DB00260,Cycloserine,approved,8528,46506865,,PA164764600,,DAP001468,Cycloserine,CHEMBL771,3007,,C08057,40009,6234,5998,50038178,,,4AX,ZINC000034676245
DB00261,Anagrelide,approved,11707,46508863,D07455,PA164742986,,DAP000612,Anagrelide,CHEMBL760,596724,,,142290,2182,2097,50000334,,,,ZINC000003871541
DB00262,Carmustine,"approved,investigational",2418,46506980,D00254,PA448810,,DAP000041,Carmustine,CHEMBL513,2105,,C06873,3423,2578,2480,50015950,,,,ZINC000003830387
DB00263,Sulfisoxazole,"approved,vet_approved",8178,46505342,D00450,PA164748964,,DAP001203,Sulfisoxazole,CHEMBL453,10207,,C07318,102484,5344,5151,50034452,,,,ZINC000096006009
DB00264,Metoprolol,"approved,investigational",2167,46506211,D02358,PA450480,,DAP000481,Metoprolol,CHEMBL13,6918,,C07202,6904,4171,4027,25756,553,553,,
DB00265,Crotamiton,approved,9260,46508599,D01381,PA164745460,,,Crotamiton,CHEMBL1200709,21766,,,,2883,599515,50240091,,,,ZINC000000056427
DB00266,Dicoumarol,approved,,46505536,D03798,PA449298,,DAP000768,Dicumarol,CHEMBL1466,1598,,C00796,4513,54676038,10183330,35525,,,,ZINC000003869855
DB00267,Cefmenoxime,approved,,46506246,D01739,PA164750569,,DAP001178,Cefmenoxime,CHEMBL1201224,,,,55490,9570757,7845223,,,,,ZINC000003830413
DB00268,Ropinirole,"approved,investigational",11516,46507918,D08489,PA164749035,,DAP001515,Ropinirole,CHEMBL589,72302,,C07564,8888,5095,4916,50020680,,,,ZINC000000002041
DB00270,Isradipine,"approved,investigational",,46505034,D00349,PA450131,,DAP000134,Isradipine,CHEMBL1648,33910,,,6073,3784,3652,50436176,,,,
DB00271,Diatrizoate,"approved,vet_approved",10133,46504704,D01013,PA449281,,,Diatrizoate,CHEMBL1201220,1546223,,,53691,2140,2055,62875,,,,ZINC000004097476
DB00272,Betazole,approved,,46506808,,PA164784036,,DAP001081,Betazole,CHEMBL1201323,,,,59170,7741,7455,,,,,ZINC000000001028
DB00273,Topiramate,approved,11384,46508334,D00537,PA451728,,DAP000137,Topiramate,CHEMBL220492,38404,,C07502,63631,5284627,4447672,10887,,,TOR,ZINC000095616603
DB00274,Cefmetazole,"approved,investigational",,46504461,D00910,PA164746819,,DAP001179,Cefmetazole,CHEMBL1201195,2182,,C08103,3489,42008,38311,50350471,,,4KO,ZINC000003830417
DB00275,Olmesartan,"approved,investigational",20396,46508275,D01204,PA164742950,,DAP001412,Olmesartan,CHEMBL1516,321064,,,48416,158781,139674,50241364,,,OLM,ZINC000000538621
DB00276,Amsacrine,"approved,investigational",1930,46507539,D02321,PA10309,,DAP000046,Amsacrine,CHEMBL43,739,,C01553,2687,2179,2094,87351,,,ASW,ZINC000003812923
DB00277,Theophylline,approved,231,46505949,D00371,PA451647,,DAP000002,Theophylline,CHEMBL190,10438,,C07130,28177,2153,2068,10847,413,413,TEP,ZINC000018043251
DB00278,Argatroban,"approved,investigational",12184,46507650,,PA164745516,,DAP000758,Argatroban,CHEMBL1166,15202,,C04931,94385,152951,83702,50038001,,,,
DB00279,Liothyronine,"approved,vet_approved",9950,46506352,,PA164778866,,DAP000082,Liothyronine,CHEMBL1544,10814,,C02465,18258,5920,5707,18860,2634,2634,T3,ZINC000003830999
DB00280,Disopyramide,approved,2191,46508226,D00303,PA449373,,DAP000504,Disopyramide,CHEMBL517,3541,,C06965,4657,3114,3002,50028893,,,,
DB00281,Lidocaine,"approved,vet_approved",9471,46505060,D00358,PA450226,,DAP000121,Lidocaine,CHEMBL79,6387,,C07073,6456,3676,3548,50017662,2623,2623,LQZ,ZINC000000020237
DB00282,Pamidronic acid,approved,896,46504823,D07281,PA450767,,DAP001416,Pamidronate,CHEMBL834,11473,,C07395,7903,4674,4512,12581,,,210,ZINC000003812862
DB00283,Clemastine,"approved,investigational",3981,46506492,D03535,PA164776997,,DAP000322,Clemastine,CHEMBL1626,2578,,C06913,3738,26987,25129,94606,,,,ZINC000000402830
DB00284,Acarbose,"approved,investigational",917,46508248,D00216,PA448010,,DCL000309,Acarbose,CHEMBL1566,16681,,C06802,2376,9811704,23264314,,,,QPS,ZINC000096309558
DB00285,Venlafaxine,approved,11336,46504593,D08670,PA451866,,DAP000054,Venlafaxine,CHEMBL637,39786,,C07187,9943,5656,5454,82071,,,,
DB00286,Conjugated estrogens,approved,12708,46505680,D04070,PA164754789,,DNC001150,Conjugated_estrogen,CHEMBL2106240,4099,,,8389,,9532,,,,,
DB00287,Travoprost,approved,12477,46507637,D01964,PA164781371,,DAP000274,Travoprost,CHEMBL1200799,283809,,,746859,5282226,4445407,,,,,ZINC000004474682
DB00288,Amcinonide,approved,7508,46506705,D01387,PA164746074,,DAP001044,Amcinonide,CHEMBL1200732,17652,,,31199,443958,392009,,,,,ZINC000003977777
DB00289,Atomoxetine,approved,13584,46506160,D07473,PA134688071,,DAP000721,Atomoxetine,CHEMBL641,38400,,,127342,54841,49516,50366567,,,,ZINC000001842633
DB00290,Bleomycin,"approved,investigational",8453,46509116,,PA448645,,DAP000531,Bleomycin,CHEMBL403664,1622,,C06854,22907,5360373,4514492,50122169,,,BLM,
DB00291,Chlorambucil,approved,10153,46506842,D00266,PA448926,,DNC001110,Chlorambucil,CHEMBL515,2346,,C06900,28830,2708,2607,50003677,,,CBL,ZINC000000001115
DB00292,Etomidate,approved,,46507012,D00548,PA164743987,,DAP000669,Etomidate,CHEMBL681,4177,,C07522,4910,667484,580864,50125935,,,,ZINC000000001408
DB00293,Raltitrexed,"approved,investigational",11098,46504880,D01064,PA131625240,,DAP000759,Raltitrexed,CHEMBL225071,196239,,C11372,5847,104758,94568,18795,,,D16,ZINC000003832372
DB00294,Etonogestrel,"approved,investigational",13323,46505321,,PA164771231,,DAP000855,Etonogestrel,CHEMBL1531,14584,,,50777,6917715,5292944,50423516,,,,ZINC000011680067
DB00295,Morphine,"approved,investigational",10094,46505161,D08233,PA450550,,DAP000071,Morphine,CHEMBL70,7052,,C01516,17303,5288826,4450907,50000092,,,MOI,ZINC000003812983
DB00296,Ropivacaine,approved,11081,46504712,,PA451271,,DAP001230,Ropivacaine,CHEMBL1077896,35780,,C07532,8890,175805,153165,50239375,,,,ZINC000000897002
DB00297,Bupivacaine,"approved,investigational",2493,46506768,,PA135057240,,DAP001229,Bupivacaine,CHEMBL1098,1815,,C07529,77431,2474,2380,50350790,2397,2397,,
DB00298,Dapiprazole,approved,,46508859,D07775,PA164749109,,DAP000298,Dapiprazole,CHEMBL1201216,22298,,,51066,3033538,2298190,,,,,ZINC000000001246
DB00299,Penciclovir,approved,11798,46506498,D05407,PA450839,,DAP000488,Penciclovir,CHEMBL1540,59839,,C07417,7956,4725,4563,50210804,,,PE2,ZINC000000001899
DB00300,Tenofovir disoproxil,"approved,investigational",12251,46508131,,PA10204,,DAP001430,Tenofovir_disoproxil,CHEMBL1538,300195,,,63717,5481350,4587262,77145,,,,ZINC000003929022
DB00301,Flucloxacillin,"approved,investigational",11348,46508276,D04196,PA164781042,,DAP001163,Flucloxacillin,CHEMBL222645,4448,,C11748,5098,21319,20037,50370590,,,,ZINC000004102187
DB00302,Tranexamic acid,approved,1988,46508089,D01136,PA164750514,,DAP000199,Tranexamic_acid,CHEMBL877,10691,,,48669,5526,10482000,50428067,,,AMH,ZINC000100071256
DB00303,Ertapenem,"approved,investigational",13153,46506508,D07908,PA164777032,,DAP000431,Ertapenem,CHEMBL1359,325642,,,404903,150610,132758,,,,,ZINC000003918453
DB00304,Desogestrel,approved,660,46505739,D02367,PA449238,,DAP001209,Desogestrel,CHEMBL1533,22656,,C07629,4453,40973,37400,50423510,,,,ZINC000004097416
DB00305,Mitomycin,approved,2195,46508353,D00208,PA450524,,DAP001402,Mitomycin,CHEMBL105,632,,C06681,27504,5746,5544,50428658,,,,ZINC000030726187
DB00306,Talbutal,"approved,illicit",,46507821,D06887,PA164779051,,DAP000670,Talbutal,CHEMBL1200802,89810,,,134923,8275,7976,,,,,
DB00307,Bexarotene,"approved,investigational",,46509119,D03106,PA164752250,,DAP000276,Bexarotene,CHEMBL1023,233272,,,50859,82146,74139,50032675,2807,2807,9RA,ZINC000001539579
DB00308,Ibutilide,approved,12005,46507904,D00648,PA449958,,DAP000279,Ibutilide,CHEMBL533,41289,,C07753,5856,60753,54755,50131432,,,,
DB00309,Vindesine,"approved,investigational",1758,46504548,D01769,PA10232,,DAP000949,Vindesine,CHEMBL238071,11204,,,36373,40839,9818189,,,,,ZINC000008214470
DB00310,Chlorthalidone,approved,10135,46505541,D00272,PA448970,,DAP000521,Chlorthalidone,CHEMBL1055,2409,,,3654,2732,2631,25900,,,,
DB00312,Pentobarbital,"approved,investigational,vet_approved",8230,46508399,D00499,PA450859,,DAP000671,Pentobarbital,CHEMBL448,8004,,C07422,7983,4737,4575,50055935,,,,
DB00313,Valproic acid,"approved,investigational",2115,46505925,D00399,PA451846,,DNC001659,Valproic_Acid,CHEMBL109,11118,,C07185,39867,3121,3009,50003616,,,2PP,ZINC000003008621
DB00314,Capreomycin,approved,11252,46508514,D00135,PA164746226,,DAP000892,Capreomycin,CHEMBL2303634,78903,,C01790,3371,3000502,2272094,,,,,
DB00315,Zolmitriptan,"approved,investigational",11793,46506452,D00415,PA451975,,DAP000077,Zolmitriptan,CHEMBL1185,135775,,C07218,10124,60857,54844,50033383,,,,ZINC000000015515
DB00316,Acetaminophen,approved,270,46506142,D00217,PA448015,,DAP001436,Acetaminophen,CHEMBL112,161,,C06804,46195,1983,1906,26197,,,TYL,ZINC000013550868
DB00317,Gefitinib,"approved,investigational",13090,46508649,D01977,PA131301952,,DAP000657,Gefitinib,CHEMBL939,328134,,,49668,123631,110217,5447,,,IRE,ZINC000019632614
DB00318,Codeine,"approved,illicit",6750,46507764,D03580,PA449088,,DAP000213,Codeine,CHEMBL485,1545976,,C06174,16714,5284371,4447447,50105098,,,,ZINC000003806721
DB00319,Piperacillin,approved,11241,46504757,D00466,PA450975,,DAP001164,Piperacillin,CHEMBL702,1546000,,C14034,8232,43672,39798,50240426,,,WPP,ZINC000003913937
DB00320,Dihydroergotamine,"approved,investigational",3359,46507711,,PA164743028,,DAP000078,Dihydroergotamine,CHEMBL1732,3418,,C07798,4562,10531,10091,50295557,,,2GM,ZINC000003978005
DB00321,Amitriptyline,approved,5979,46508798,D07448,PA448385,,DNC001466,Amitriptyline,CHEMBL629,704,,C06824,2666,2160,2075,50020712,200,200,TP0,ZINC000000968257
DB00322,Floxuridine,approved,,46508645,D04197,PA449652,,DAP001245,Floxuridine,CHEMBL917,4488,,C11736,60761,5790,5586,50340678,,,,ZINC000003813010
DB00324,Fluorometholone,"approved,investigational",7577,46505984,D01367,PA164781355,,DAP001047,Fluorometholone,CHEMBL1200600,4491,,,31625,9878,9494,50103631,,,,ZINC000118912517
DB00325,Nitroprusside,"approved,investigational",5525,46508965,,PA451406,,DNC001351,Nitroprusside,CHEMBL2097081,7476,,C07269,7596,11963622,21607452,50377921,,,,
DB00326,Calcium glucoheptonate,approved,4805,46507233,D00934,PA164746233,,,Calcium_glucoheptonate,CHEMBL1237066,47618,,,3314,62859,56591,,,,,
DB00327,Hydromorphone,"approved,illicit",20280,46508700,,PA449918,,DAP000472,Hydromorphone,CHEMBL398707,3423,,C07042,5790,5284570,4447624,50241341,,,,ZINC000000402954
DB00328,Indomethacin,"approved,investigational",10126,46508291,D00141,PA449982,,DAP000617,Indomethacin,CHEMBL6,5781,,C01926,49662,3715,3584,17638,1909,1909,IMN,ZINC000000601283
DB00330,Ethambutol,approved,20261,46504788,D07925,PA164784021,,DAP000055,Ethambutol,CHEMBL44884,4110,,C06984,4877,14052,13433,50448407,,,95E,ZINC000019364219
DB00331,Metformin,approved,10147,46507752,D04966,PA450395,,DAP000205,Metformin,CHEMBL1431,6809,,C07151,6801,4091,3949,50229665,,,MF8,ZINC000012859773
DB00332,Ipratropium,"approved,experimental",1945,46506138,,PA450082,,DNC000806,Ipratropium_bromide,CHEMBL1621597,7213,,C07052,46659,657308,19962157,,325,325,,
DB00333,Methadone,approved,6417,46505722,D08195,PA450401,,DAP000267,Methadone,CHEMBL651,6813,,C07163,6807,4095,3953,82507,,,,
DB00334,Olanzapine,"approved,investigational",1,46507666,D00454,PA450688,,DAP000022,Olanzapine,CHEMBL715,61381,,C07322,7735,4585,10442212,35254,47,47,,ZINC000052957434
DB00335,Atenolol,approved,2041,46506915,D00235,PA448499,,DAP000482,Atenolol,CHEMBL24,1202,,,2904,2249,2162,25753,548,548,,
DB00336,Nitrofural,"approved,investigational,vet_approved",6805,46506509,D00862,PA164754877,,,Nitrofurazone,CHEMBL869,7455,,C08042,,5447130,4566720,50420350,,,NFZ,ZINC000000897369
